nct_id,start_year,disease_area,phase,status,intervention_type,lead_sponsor,enrollment,duration_months,ai_designed,multinational,has_biomarker
NCT2013001505,2024,Neurology,Phase 1,Completed,Device,Boehringer Ingelheim,19,18,False,False,True
NCT2013001506,2024,Neurology,Phase 1,"Active, not recruiting",Behavioral,University Hospital,95,85,True,False,True
NCT2013001507,2015,Immunology/Autoimmune,Phase 3,"Active, not recruiting",Drug,Pfizer,185,17,False,False,False
NCT2013001508,2018,Respiratory,N/A,Recruiting,Drug,Boehringer Ingelheim,181,11,False,False,False
NCT2013001509,2014,Cardiovascular,Phase 3,Terminated,Other,Novartis,163,27,False,True,True
NCT2013001510,2024,Mental Health,Phase 2,Completed,Biological,Sanofi,137,26,False,False,False
NCT2013001511,2015,Cardiovascular,Phase 1,Terminated,Drug,Biotech Startup,54,29,False,True,False
NCT2013001512,2017,Immunology/Autoimmune,Phase 2,Recruiting,Drug,Johnson & Johnson,74,5,False,False,False
NCT2013001513,2024,Cardiovascular,Phase 1,Recruiting,Device,Bristol-Myers Squibb,23,10,False,False,True
NCT2013001514,2023,Respiratory,Phase 3,Completed,Procedure,Boehringer Ingelheim,75,50,False,False,False
NCT2013001515,2023,Infectious Disease,Phase 2,Completed,Drug,Academic Medical Center,67,43,True,True,False
NCT2013001516,2013,Infectious Disease,Phase 1,Terminated,Drug,Bayer,48,8,False,False,False
NCT2013001517,2013,Oncology,Phase 4,"Active, not recruiting",Drug,Bayer,28,9,False,False,True
NCT2013001518,2022,Infectious Disease,Phase 3,Completed,Procedure,Johnson & Johnson,845,12,False,True,True
NCT2013001519,2021,Oncology,Phase 1,Recruiting,Biological,Sanofi,60,27,False,False,True
NCT2013001520,2019,Oncology,Phase 3,Completed,Drug,Merck,832,38,False,False,False
NCT2013001521,2013,Oncology,Phase 2,Terminated,Other,AbbVie,91,19,False,False,True
NCT2013001522,2024,Immunology/Autoimmune,Phase 1,Completed,Drug,Biotech Startup,16,31,False,False,False
NCT2013001523,2020,Respiratory,Phase 1,"Active, not recruiting",Drug,University Hospital,8,20,False,False,False
NCT2013001524,2015,Other,Phase 4,Completed,Biological,AstraZeneca,95,39,False,False,False
NCT2013001525,2020,Diabetes/Metabolic,Phase 1,Completed,Drug,Roche,52,28,False,True,True
NCT2013001526,2017,Cardiovascular,Phase 1,Recruiting,Biological,Biotech Startup,34,30,False,True,False
NCT2013001527,2013,Other,Phase 2,Recruiting,Drug,Novartis,117,18,False,False,False
NCT2013001528,2019,Diabetes/Metabolic,Phase 2,Unknown,Drug,Johnson & Johnson,93,29,True,True,False
NCT2013001529,2017,Oncology,Phase 2,Recruiting,Drug,Bristol-Myers Squibb,111,19,False,False,True
NCT2013001530,2018,Oncology,Phase 1,"Active, not recruiting",Drug,GSK,17,17,False,False,True
NCT2013001531,2018,Cardiovascular,N/A,Recruiting,Drug,Bristol-Myers Squibb,519,14,True,False,False
NCT2013001532,2020,Rare Disease,Phase 3,"Active, not recruiting",Drug,Regional Hospital,503,11,False,False,False
NCT2013001533,2021,Infectious Disease,Phase 4,Recruiting,Procedure,Johnson & Johnson,9,56,False,False,True
NCT2013001534,2014,Diabetes/Metabolic,Phase 2,Completed,Behavioral,Roche,93,54,False,True,False
NCT2013001535,2021,Neurology,Phase 3,Recruiting,Biological,Sanofi,732,20,False,True,False
NCT2013001536,2024,Cardiovascular,Phase 3,Recruiting,Procedure,Biotech Startup,2403,21,False,True,False
NCT2013001537,2023,Respiratory,N/A,Recruiting,Other,GSK,200,6,False,False,False
NCT2013001538,2022,Oncology,Phase 4,Recruiting,Device,Biotech Startup,15,36,False,False,True
NCT2013001539,2021,Infectious Disease,Phase 3,Recruiting,Drug,AbbVie,442,24,False,False,False
NCT2013001540,2022,Oncology,Phase 3,Recruiting,Device,Pfizer,412,21,True,True,False
NCT2013001541,2022,Diabetes/Metabolic,Phase 2,Completed,Drug,Gilead,50,17,False,False,False
NCT2013001542,2019,Oncology,Phase 1,Terminated,Device,AstraZeneca,22,28,False,False,False
NCT2013001543,2013,Neurology,Phase 2,Completed,Drug,Novartis,50,23,False,False,False
NCT2013001544,2019,Cardiovascular,Phase 1,"Active, not recruiting",Drug,Sanofi,71,14,False,False,True
NCT2013001545,2022,Other,Phase 1,Recruiting,Drug,Amgen,45,21,False,False,False
NCT2013001546,2017,Infectious Disease,Phase 3,Recruiting,Drug,Pfizer,31,17,False,False,False
NCT2013001547,2018,Oncology,Phase 1,Withdrawn,Behavioral,Novartis,9,23,False,True,False
NCT2013001548,2022,Immunology/Autoimmune,Phase 2,Completed,Device,Novartis,118,9,False,True,False
NCT2013001549,2019,Other,Phase 2,"Active, not recruiting",Drug,Bayer,122,19,False,False,False
NCT2013001550,2017,Oncology,Phase 1,Recruiting,Biological,Gilead,60,33,False,False,True
NCT2013001551,2019,Oncology,Phase 2,Recruiting,Other,AstraZeneca,151,32,False,False,False
NCT2013001552,2021,Cardiovascular,Phase 2,Completed,Biological,Roche,129,17,False,False,False
NCT2013001553,2015,Respiratory,Phase 3,Recruiting,Other,AbbVie,325,12,True,False,True
NCT2013001554,2020,Neurology,Phase 1,Completed,Drug,Bristol-Myers Squibb,48,24,False,True,False
NCT2013001555,2014,Immunology/Autoimmune,Phase 4,"Active, not recruiting",Procedure,AstraZeneca,57,15,False,False,False
NCT2013001556,2023,Neurology,Phase 2,"Active, not recruiting",Drug,Gilead,38,24,False,True,True
NCT2013001557,2019,Oncology,Phase 2,Withdrawn,Drug,Roche,67,32,False,False,True
NCT2013001558,2014,Cardiovascular,Phase 2,"Active, not recruiting",Biological,Roche,45,18,False,False,False
NCT2013001559,2016,Cardiovascular,Phase 2,Completed,Device,Sanofi,39,23,False,False,False
NCT2013001560,2019,Oncology,Phase 2,Completed,Device,Novartis,157,26,False,False,True
NCT2013001561,2015,Infectious Disease,Phase 1,Completed,Drug,Biotech Startup,23,16,False,False,False
NCT2013001562,2014,Infectious Disease,Phase 4,Completed,Device,Biotech Startup,141,16,False,True,True
NCT2013001563,2023,Diabetes/Metabolic,N/A,Completed,Drug,Regional Hospital,35,18,True,True,True
NCT2013001564,2022,Infectious Disease,Phase 2,Terminated,Drug,Academic Medical Center,85,11,False,False,False
NCT2013001565,2019,Oncology,Phase 1,Completed,Biological,Johnson & Johnson,18,28,False,True,False
NCT2013001566,2013,Diabetes/Metabolic,Phase 2,Terminated,Drug,Biotech Startup,240,16,False,False,True
NCT2013001567,2020,Immunology/Autoimmune,Phase 2,"Active, not recruiting",Other,Amgen,35,10,False,True,False
NCT2013001568,2015,Infectious Disease,Phase 2,Unknown,Drug,Merck,52,45,False,False,True
NCT2013001569,2024,Cardiovascular,Phase 1,Completed,Other,Biotech Startup,35,7,False,False,False
NCT2013001570,2024,Cardiovascular,Phase 1,Completed,Behavioral,GSK,31,8,False,True,False
NCT2013001571,2014,Respiratory,Phase 2,Completed,Biological,Biotech Startup,258,21,False,True,False
NCT2013001572,2015,Cardiovascular,Phase 1,Completed,Drug,Biotech Startup,34,34,True,False,False
NCT2013001573,2017,Neurology,Phase 2,Completed,Drug,Amgen,325,8,False,True,True
NCT2013001574,2023,Rare Disease,Phase 2,Completed,Other,Boehringer Ingelheim,58,30,False,False,False
NCT2013001575,2020,Immunology/Autoimmune,Phase 1,Terminated,Drug,Boehringer Ingelheim,30,15,False,False,False
NCT2013001576,2022,Rare Disease,Phase 3,"Active, not recruiting",Drug,Amgen,617,19,False,False,True
NCT2013001577,2019,Oncology,Phase 2,Terminated,Biological,Novartis,26,49,False,False,False
NCT2013001578,2019,Cardiovascular,Phase 2,Recruiting,Device,Academic Medical Center,88,18,False,False,True
NCT2013001579,2024,Diabetes/Metabolic,Phase 1,Recruiting,Drug,Bayer,23,22,True,False,False
NCT2013001580,2019,Oncology,Phase 2,"Active, not recruiting",Drug,GSK,124,14,False,False,True
NCT2013001581,2020,Infectious Disease,Phase 2,Terminated,Device,Gilead,299,23,False,False,True
NCT2013001582,2013,Oncology,Phase 2,Completed,Procedure,Boehringer Ingelheim,141,24,False,False,False
NCT2013001583,2016,Rare Disease,Phase 3,Recruiting,Procedure,Bristol-Myers Squibb,213,28,True,False,True
NCT2013001584,2018,Rare Disease,Phase 3,Recruiting,Device,Academic Medical Center,428,21,False,False,False
NCT2013001585,2021,Mental Health,Phase 3,Recruiting,Device,AbbVie,738,14,False,False,False
NCT2013001586,2014,Oncology,Phase 2,Completed,Procedure,Roche,168,25,False,False,False
NCT2013001587,2013,Neurology,Phase 1,Recruiting,Drug,Novartis,51,23,False,False,False
NCT2013001588,2022,Diabetes/Metabolic,Phase 2,"Active, not recruiting",Procedure,Academic Medical Center,52,27,False,False,False
NCT2013001589,2024,Cardiovascular,Phase 1,Completed,Biological,Bristol-Myers Squibb,40,34,False,False,False
NCT2013001590,2014,Oncology,Phase 3,Completed,Drug,Biotech Startup,71,12,False,True,True
NCT2013001591,2019,Mental Health,Phase 2,Completed,Drug,Novartis,62,20,False,True,True
NCT2013001592,2015,Cardiovascular,Phase 2,Recruiting,Drug,Bayer,49,23,False,True,False
NCT2013001593,2022,Rare Disease,Phase 1,"Active, not recruiting",Behavioral,Regional Hospital,30,13,False,False,False
NCT2013001594,2014,Other,Phase 2,Recruiting,Device,GSK,132,12,False,False,False
NCT2013001595,2023,Rare Disease,Phase 2,Completed,Procedure,Bristol-Myers Squibb,131,24,False,False,True
NCT2013001596,2019,Cardiovascular,Phase 1,"Active, not recruiting",Biological,AbbVie,77,13,False,False,True
NCT2013001597,2014,Oncology,Phase 2,Completed,Device,Gilead,297,15,False,False,False
NCT2013001598,2015,Infectious Disease,Phase 3,Completed,Drug,Gilead,520,19,False,True,True
NCT2013001599,2023,Cardiovascular,Phase 4,"Active, not recruiting",Drug,Regional Hospital,118,24,True,True,True
NCT2013001600,2019,Rare Disease,Phase 2,Completed,Biological,Johnson & Johnson,56,25,False,False,False
NCT2013001601,2016,Neurology,Phase 3,Unknown,Biological,Biotech Startup,744,35,False,True,True
NCT2013001602,2013,Respiratory,Phase 2,Completed,Drug,Novartis,118,47,False,False,True
NCT2013001603,2017,Diabetes/Metabolic,Phase 2,Terminated,Behavioral,AstraZeneca,46,41,False,False,False
NCT2013001604,2024,Infectious Disease,Phase 3,"Active, not recruiting",Drug,Roche,236,14,False,True,True
NCT2013001605,2021,Cardiovascular,Phase 1,Completed,Drug,Merck,54,8,False,True,False
NCT2013001606,2020,Oncology,Phase 1,"Active, not recruiting",Drug,Academic Medical Center,23,15,True,True,True
NCT2013001607,2024,Cardiovascular,Phase 3,Completed,Procedure,Bayer,215,8,False,False,False
NCT2013001608,2021,Cardiovascular,Phase 1,"Active, not recruiting",Device,Gilead,18,24,False,True,True
NCT2013001609,2022,Neurology,Phase 1,Terminated,Biological,Pfizer,26,17,False,False,True
NCT2013001610,2021,Neurology,Phase 4,Terminated,Biological,Novartis,17,13,False,True,False
NCT2013001611,2019,Rare Disease,Phase 3,Recruiting,Biological,Bayer,281,16,False,False,True
NCT2013001612,2016,Oncology,Phase 2,Unknown,Device,Novartis,83,35,False,False,True
NCT2013001613,2017,Oncology,Phase 1,Completed,Drug,Boehringer Ingelheim,61,28,False,True,False
NCT2013001614,2013,Neurology,Phase 3,Recruiting,Other,University Hospital,65,20,False,False,False
NCT2013001615,2013,Respiratory,Phase 2,Recruiting,Behavioral,University Hospital,234,18,False,False,True
NCT2013001616,2015,Rare Disease,Phase 1,Completed,Biological,Roche,38,24,False,True,True
NCT2013001617,2020,Oncology,Phase 1,Completed,Drug,Biotech Startup,13,39,False,True,False
NCT2013001618,2014,Mental Health,Phase 3,Completed,Other,Academic Medical Center,831,40,False,False,False
NCT2013001619,2016,Respiratory,Phase 1,Recruiting,Drug,AbbVie,8,27,False,True,False
NCT2013001620,2014,Infectious Disease,Phase 1,Completed,Drug,Academic Medical Center,18,19,True,False,False
NCT2013001621,2017,Oncology,N/A,Unknown,Behavioral,Bristol-Myers Squibb,80,21,False,False,False
NCT2013001622,2021,Immunology/Autoimmune,N/A,"Active, not recruiting",Other,Boehringer Ingelheim,137,21,True,False,False
NCT2013001623,2013,Cardiovascular,Phase 1,Completed,Drug,Biotech Startup,82,8,False,True,False
NCT2013001624,2017,Respiratory,Phase 3,Recruiting,Drug,Biotech Startup,184,60,False,False,True
NCT2013001625,2021,Neurology,Phase 2,Completed,Biological,Gilead,35,17,True,False,True
NCT2013001626,2013,Neurology,Phase 1,Completed,Behavioral,Amgen,26,56,False,False,False
NCT2013001627,2021,Oncology,Phase 2,Recruiting,Behavioral,Sanofi,74,13,False,False,False
NCT2013001628,2020,Infectious Disease,Phase 2,Recruiting,Other,Regional Hospital,143,9,False,False,False
NCT2013001629,2016,Neurology,Phase 1,Unknown,Drug,Bayer,61,13,False,False,False
NCT2013001630,2024,Cardiovascular,N/A,"Active, not recruiting",Drug,Amgen,218,13,False,False,False
NCT2013001631,2023,Neurology,Phase 1,Unknown,Procedure,Academic Medical Center,66,6,False,False,True
NCT2013001632,2022,Cardiovascular,Phase 1,Recruiting,Other,Bristol-Myers Squibb,23,18,False,True,True
NCT2013001633,2017,Oncology,Phase 2,Recruiting,Drug,AbbVie,72,21,False,True,False
NCT2013001634,2017,Mental Health,Phase 2,Recruiting,Biological,Bristol-Myers Squibb,165,28,False,False,False
NCT2013001635,2023,Neurology,Phase 4,Completed,Other,Roche,151,36,False,False,False
NCT2013001636,2024,Cardiovascular,Phase 3,Completed,Procedure,AbbVie,206,23,False,False,False
NCT2013001637,2018,Diabetes/Metabolic,Phase 1,Completed,Device,Gilead,19,16,False,True,True
NCT2013001638,2019,Immunology/Autoimmune,Phase 2,Terminated,Drug,AbbVie,56,23,False,False,True
NCT2013001639,2020,Respiratory,Phase 1,"Active, not recruiting",Procedure,Novartis,22,10,True,False,True
NCT2013001640,2020,Infectious Disease,Phase 2,Completed,Biological,Academic Medical Center,46,21,False,False,False
NCT2013001641,2023,Cardiovascular,Phase 4,Terminated,Biological,GSK,236,10,False,False,True
NCT2013001642,2014,Neurology,Phase 2,Withdrawn,Device,Roche,44,55,False,False,False
NCT2013001643,2021,Diabetes/Metabolic,Phase 4,Completed,Biological,Amgen,432,13,False,False,False
NCT2013001644,2019,Cardiovascular,Phase 4,Terminated,Drug,Johnson & Johnson,140,40,False,True,False
NCT2013001645,2016,Infectious Disease,Phase 2,Terminated,Device,Boehringer Ingelheim,145,27,False,True,False
NCT2013001646,2016,Infectious Disease,Phase 2,"Active, not recruiting",Other,Biotech Startup,43,20,False,True,False
NCT2013001647,2023,Neurology,Phase 2,Withdrawn,Other,Gilead,68,25,False,True,False
NCT2013001648,2020,Oncology,Phase 2,Recruiting,Drug,Boehringer Ingelheim,112,15,False,False,False
NCT2013001649,2016,Cardiovascular,Phase 2,Completed,Device,Eli Lilly,184,17,False,True,False
NCT2013001650,2018,Immunology/Autoimmune,Phase 1,Withdrawn,Drug,Academic Medical Center,12,11,False,False,False
NCT2013001651,2017,Oncology,Phase 1,Completed,Procedure,Biotech Startup,39,49,False,False,False
NCT2013001652,2015,Neurology,Phase 1,Terminated,Behavioral,Amgen,30,18,False,False,False
NCT2013001653,2022,Cardiovascular,Phase 2,Recruiting,Drug,Gilead,120,17,False,True,False
NCT2013001654,2023,Respiratory,Phase 1,Completed,Biological,Merck,17,16,True,False,True
NCT2013001655,2014,Diabetes/Metabolic,Phase 1,Completed,Drug,Sanofi,47,9,False,False,False
NCT2013001656,2021,Immunology/Autoimmune,Phase 2,Recruiting,Device,AbbVie,218,12,False,True,False
NCT2013001657,2022,Immunology/Autoimmune,Phase 1,Recruiting,Drug,Novartis,48,26,False,False,False
NCT2013001658,2021,Respiratory,Phase 1,"Active, not recruiting",Other,Roche,108,10,False,False,False
NCT2013001659,2013,Immunology/Autoimmune,Phase 4,Recruiting,Drug,Merck,150,24,False,False,True
NCT2013001660,2022,Mental Health,Phase 1,Completed,Drug,GSK,43,36,True,True,True
NCT2013001661,2015,Rare Disease,Phase 1,"Active, not recruiting",Biological,AbbVie,25,8,False,False,False
NCT2013001662,2020,Rare Disease,Phase 4,Recruiting,Procedure,Pfizer,25,23,False,False,True
NCT2013001663,2018,Immunology/Autoimmune,N/A,Terminated,Biological,Biotech Startup,1051,30,False,False,True
NCT2013001664,2017,Respiratory,Phase 1,Completed,Other,Bristol-Myers Squibb,9,12,False,True,False
NCT2013001665,2017,Oncology,Phase 1,Completed,Device,Novartis,43,14,False,True,True
NCT2013001666,2018,Cardiovascular,Phase 3,Terminated,Device,Eli Lilly,1637,10,False,False,True
NCT2013001667,2019,Infectious Disease,Phase 2,Completed,Biological,Amgen,79,4,False,True,False
NCT2013001668,2013,Neurology,Phase 2,Completed,Drug,Academic Medical Center,160,19,False,False,True
NCT2013001669,2021,Neurology,Phase 2,Completed,Behavioral,GSK,234,33,False,False,True
NCT2013001670,2015,Neurology,Phase 3,Completed,Biological,Sanofi,1138,13,False,False,False
NCT2013001671,2016,Rare Disease,Phase 1,Completed,Drug,Gilead,53,32,False,False,False
NCT2013001672,2022,Neurology,Phase 2,Withdrawn,Drug,Biotech Startup,137,45,False,True,False
NCT2013001673,2013,Immunology/Autoimmune,Phase 2,"Active, not recruiting",Drug,Amgen,66,36,False,False,True
NCT2013001674,2023,Neurology,Phase 1,Recruiting,Drug,Gilead,36,9,False,False,False
NCT2013001675,2022,Oncology,Phase 3,Terminated,Behavioral,Roche,180,32,False,False,False
NCT2013001676,2015,Oncology,Phase 4,Recruiting,Drug,Biotech Startup,119,11,False,False,True
NCT2013001677,2014,Respiratory,Phase 1,Recruiting,Drug,Novartis,22,9,False,False,False
NCT2013001678,2014,Oncology,Phase 3,Terminated,Device,Eli Lilly,211,24,False,True,True
NCT2013001679,2013,Oncology,Phase 1,Completed,Procedure,Boehringer Ingelheim,25,9,False,True,False
NCT2013001680,2020,Oncology,Phase 1,Unknown,Biological,Biotech Startup,18,23,False,True,True
NCT2013001681,2015,Oncology,Phase 3,"Active, not recruiting",Drug,AstraZeneca,744,21,False,False,True
NCT2013001682,2015,Cardiovascular,Phase 1,Completed,Drug,Biotech Startup,12,8,False,False,False
NCT2013001683,2018,Immunology/Autoimmune,Phase 3,Unknown,Drug,Pfizer,481,28,False,True,True
NCT2013001684,2020,Neurology,Phase 2,Recruiting,Biological,Biotech Startup,22,14,True,True,False
NCT2013001685,2021,Immunology/Autoimmune,Phase 2,Unknown,Biological,Roche,54,28,False,False,False
NCT2013001686,2021,Oncology,Phase 1,Recruiting,Drug,Gilead,26,23,False,True,False
NCT2013001687,2016,Cardiovascular,Phase 4,Recruiting,Drug,Eli Lilly,205,11,True,False,False
NCT2013001688,2017,Cardiovascular,Phase 2,Completed,Drug,Merck,153,6,False,False,False
NCT2013001689,2014,Neurology,Phase 1,Withdrawn,Drug,Johnson & Johnson,50,21,False,False,False
NCT2013001690,2023,Oncology,Phase 2,Unknown,Procedure,Biotech Startup,32,29,False,False,False
NCT2013001691,2021,Rare Disease,Phase 1,Completed,Procedure,Bayer,23,12,False,True,True
NCT2013001692,2020,Oncology,N/A,Completed,Drug,Amgen,59,11,False,False,True
NCT2013001693,2015,Respiratory,Phase 3,"Active, not recruiting",Procedure,Johnson & Johnson,240,18,False,True,True
NCT2013001694,2023,Infectious Disease,Phase 2,Terminated,Drug,Biotech Startup,95,18,False,False,False
NCT2013001695,2024,Diabetes/Metabolic,Phase 3,"Active, not recruiting",Other,Bayer,141,23,False,False,False
NCT2013001696,2021,Oncology,Phase 1,Completed,Drug,Regional Hospital,44,7,True,False,False
NCT2013001697,2015,Mental Health,N/A,Completed,Device,Amgen,142,22,False,False,True
NCT2013001698,2021,Oncology,Phase 4,Completed,Other,University Hospital,547,9,False,True,True
NCT2013001699,2014,Diabetes/Metabolic,Phase 2,Completed,Drug,Bristol-Myers Squibb,35,19,False,False,False
NCT2013001700,2024,Oncology,Phase 2,Recruiting,Biological,Biotech Startup,104,25,False,False,True
NCT2013001701,2022,Cardiovascular,N/A,Completed,Drug,Roche,515,25,False,False,True
NCT2013001702,2021,Other,Phase 1,Completed,Drug,Biotech Startup,28,12,False,True,False
NCT2013001703,2020,Other,Phase 3,Completed,Drug,Eli Lilly,393,44,False,False,False
NCT2013001704,2021,Mental Health,Phase 1,Recruiting,Biological,AbbVie,12,8,False,False,True
NCT2013001705,2017,Other,Phase 4,Terminated,Behavioral,Biotech Startup,369,31,False,False,False
NCT2013001706,2023,Diabetes/Metabolic,Phase 2,Withdrawn,Drug,AbbVie,125,27,False,True,True
NCT2013001707,2023,Infectious Disease,Phase 4,Completed,Drug,Eli Lilly,491,23,False,True,False
NCT2013001708,2014,Mental Health,N/A,Recruiting,Drug,Johnson & Johnson,147,21,False,True,False
NCT2013001709,2020,Immunology/Autoimmune,Phase 1,Recruiting,Procedure,Gilead,24,17,False,False,False
NCT2013001710,2024,Infectious Disease,Phase 2,Terminated,Device,AstraZeneca,210,19,False,True,False
NCT2013001711,2018,Immunology/Autoimmune,Phase 3,"Active, not recruiting",Procedure,Bristol-Myers Squibb,1050,16,True,True,False
NCT2013001712,2020,Cardiovascular,Phase 3,Withdrawn,Drug,University Hospital,176,38,False,True,False
NCT2013001713,2023,Neurology,Phase 2,Terminated,Biological,Merck,176,33,False,False,True
NCT2013001714,2017,Rare Disease,Phase 4,Recruiting,Drug,Sanofi,437,21,False,False,False
NCT2013001715,2022,Respiratory,Phase 1,Completed,Drug,AbbVie,74,25,False,False,False
NCT2013001716,2014,Cardiovascular,Phase 3,Recruiting,Drug,Boehringer Ingelheim,230,16,False,False,True
NCT2013001717,2018,Rare Disease,Phase 2,Completed,Biological,Biotech Startup,28,14,False,False,True
NCT2013001718,2017,Neurology,Phase 2,Completed,Biological,Biotech Startup,76,19,False,True,False
NCT2013001719,2024,Oncology,Phase 2,"Active, not recruiting",Procedure,Bayer,72,42,False,True,True
NCT2013001720,2024,Neurology,Phase 1,Completed,Drug,Eli Lilly,51,18,False,False,True
NCT2013001721,2017,Oncology,Phase 2,Completed,Drug,Bristol-Myers Squibb,78,18,False,False,False
NCT2013001722,2013,Cardiovascular,Phase 4,Recruiting,Drug,Novartis,272,16,False,True,True
NCT2013001723,2014,Oncology,Phase 2,"Active, not recruiting",Other,Johnson & Johnson,69,30,False,False,True
NCT2013001724,2020,Oncology,Phase 2,Unknown,Procedure,Sanofi,49,8,False,True,False
NCT2013001725,2015,Oncology,Phase 3,Terminated,Procedure,Biotech Startup,115,10,False,False,True
NCT2013001726,2022,Diabetes/Metabolic,N/A,Terminated,Drug,Johnson & Johnson,816,30,False,False,False
NCT2013001727,2015,Respiratory,Phase 2,"Active, not recruiting",Drug,Biotech Startup,229,13,False,False,True
NCT2013001728,2020,Respiratory,Phase 2,Completed,Drug,Biotech Startup,11,53,False,True,True
NCT2013001729,2020,Neurology,N/A,Unknown,Device,Boehringer Ingelheim,232,10,True,False,False
NCT2013001730,2014,Oncology,N/A,"Active, not recruiting",Drug,Eli Lilly,1036,19,False,True,True
NCT2013001731,2020,Diabetes/Metabolic,Phase 2,Completed,Biological,GSK,74,30,False,False,False
NCT2013001732,2023,Oncology,Phase 3,Completed,Drug,AbbVie,501,10,False,False,False
NCT2013001733,2013,Rare Disease,Phase 1,Recruiting,Device,University Hospital,51,26,False,True,True
NCT2013001734,2018,Neurology,Phase 2,"Active, not recruiting",Biological,Johnson & Johnson,96,20,True,False,False
NCT2013001735,2020,Cardiovascular,N/A,"Active, not recruiting",Biological,Novartis,324,17,True,True,True
NCT2013001736,2015,Cardiovascular,Phase 3,Terminated,Device,University Hospital,545,11,False,True,False
NCT2013001737,2020,Diabetes/Metabolic,Phase 1,"Active, not recruiting",Biological,Sanofi,19,15,True,False,False
NCT2013001738,2024,Oncology,Phase 2,Recruiting,Drug,Johnson & Johnson,36,24,False,False,False
NCT2013001739,2013,Oncology,Phase 3,Completed,Drug,Gilead,512,36,False,False,False
NCT2013001740,2023,Oncology,Phase 2,Completed,Drug,Amgen,124,19,False,False,True
NCT2013001741,2023,Infectious Disease,Phase 1,Completed,Drug,Gilead,67,37,False,True,False
NCT2013001742,2021,Rare Disease,Phase 3,Completed,Drug,GSK,703,9,False,False,True
NCT2013001743,2023,Oncology,Phase 1,"Active, not recruiting",Biological,Merck,86,14,False,False,False
NCT2013001744,2021,Neurology,Phase 2,Recruiting,Drug,Novartis,106,20,False,True,True
NCT2013001745,2017,Oncology,Phase 2,Recruiting,Drug,Merck,103,9,False,True,True
NCT2013001746,2022,Neurology,Phase 3,Recruiting,Drug,Eli Lilly,397,57,False,False,False
NCT2013001747,2016,Cardiovascular,Phase 3,Recruiting,Drug,Biotech Startup,146,8,False,False,False
NCT2013001748,2023,Oncology,N/A,Completed,Biological,Biotech Startup,212,21,False,True,False
NCT2013001749,2018,Other,Phase 3,Unknown,Drug,Bristol-Myers Squibb,1006,12,False,False,True
NCT2013001750,2024,Rare Disease,Phase 3,Completed,Other,AbbVie,812,17,False,False,False
NCT2013001751,2019,Infectious Disease,Phase 2,Completed,Drug,Boehringer Ingelheim,52,22,False,False,True
NCT2013001752,2017,Neurology,Phase 4,Recruiting,Drug,Amgen,59,22,False,False,True
NCT2013001753,2023,Oncology,Phase 4,Recruiting,Biological,Johnson & Johnson,230,18,False,False,True
NCT2013001754,2022,Other,Phase 2,Unknown,Drug,Bayer,33,19,False,False,False
NCT2013001755,2021,Cardiovascular,Phase 2,Unknown,Drug,GSK,89,40,False,True,True
NCT2013001756,2015,Oncology,N/A,Recruiting,Other,Bristol-Myers Squibb,385,26,False,False,True
NCT2013001757,2019,Immunology/Autoimmune,Phase 1,"Active, not recruiting",Drug,AstraZeneca,79,24,True,True,True
NCT2013001758,2022,Respiratory,Phase 2,Completed,Behavioral,Biotech Startup,26,22,False,False,False
NCT2013001759,2022,Infectious Disease,Phase 1,"Active, not recruiting",Biological,AbbVie,20,39,True,False,False
NCT2013001760,2023,Cardiovascular,Phase 1,Recruiting,Drug,Biotech Startup,28,18,False,False,True
NCT2013001761,2017,Respiratory,Phase 2,Recruiting,Behavioral,AstraZeneca,116,20,True,False,True
NCT2013001762,2019,Infectious Disease,Phase 1,Unknown,Drug,Johnson & Johnson,19,31,True,True,True
NCT2013001763,2014,Diabetes/Metabolic,Phase 1,Unknown,Device,Bayer,11,14,False,False,True
NCT2013001764,2016,Oncology,Phase 1,Unknown,Procedure,Bristol-Myers Squibb,25,32,False,False,False
NCT2013001765,2014,Oncology,Phase 1,Unknown,Other,Merck,46,21,False,True,False
NCT2013001766,2024,Immunology/Autoimmune,Phase 3,Completed,Drug,Novartis,783,12,False,False,False
NCT2013001767,2019,Oncology,Phase 2,Recruiting,Drug,Bayer,26,23,False,False,False
NCT2013001768,2014,Neurology,Phase 1,Recruiting,Drug,Gilead,28,32,False,True,True
NCT2013001769,2023,Diabetes/Metabolic,Phase 3,Completed,Behavioral,Bayer,752,9,False,False,False
NCT2013001770,2013,Neurology,Phase 1,Unknown,Drug,Academic Medical Center,27,18,False,True,False
NCT2013001771,2021,Mental Health,Phase 2,Recruiting,Device,Novartis,56,28,False,False,False
NCT2013001772,2013,Oncology,Phase 1,"Active, not recruiting",Drug,Bristol-Myers Squibb,24,8,False,False,False
NCT2013001773,2020,Oncology,N/A,Recruiting,Drug,Roche,211,14,False,True,False
NCT2013001774,2014,Oncology,Phase 3,Completed,Drug,Bristol-Myers Squibb,429,24,False,False,True
NCT2013001775,2024,Oncology,Phase 1,"Active, not recruiting",Drug,Novartis,37,17,False,False,True
NCT2013001776,2020,Cardiovascular,Phase 4,Completed,Behavioral,Bristol-Myers Squibb,340,33,False,False,False
NCT2013001777,2015,Neurology,Phase 1,"Active, not recruiting",Other,Johnson & Johnson,42,42,False,False,False
NCT2013001778,2018,Respiratory,Phase 2,Unknown,Drug,Merck,269,25,False,False,False
